Rank,Dutch,Frequency,CUMSUM,CUM%,GTInfo,Translation
880,koud,16997,161223458,98.85117132477441,"Translated(src=nl, dest=en, text=cold, pronunciation=cold, extra_data=""{'translat..."")","adjective: cold, chilly.  adverb: coldly, icily.  "
881,jammer,16949,161240407,98.86156328958876,"Translated(src=nl, dest=en, text=Unfortunately, pronunciation=Unfortunately, extra_data=""{'translat..."")","adjective: unfortunate, regrettable.  adverb: unfortunately, regrettably.  "
882,wegwezen,16918,161257325,98.8719362473284,"Translated(src=nl, dest=en, text=get out, pronunciation=get out, extra_data=""{'translat..."")",verb: piss off.  phrase: take to one's heel.  
883,macht,16913,161274238,98.88230613941083,"Translated(src=nl, dest=en, text=power, pronunciation=power, extra_data=""{'translat..."")","noun: power, force.  "
884,drugs,16889,161291127,98.89266131633865,"Translated(src=nl, dest=en, text=drugs, pronunciation=drugs, extra_data=""{'translat..."")","noun: drug, junk.  "
885,geboren,16844,161307971,98.90298890235155,"Translated(src=nl, dest=en, text=born, pronunciation=born, extra_data=""{'translat..."")","adjective: born, nee.  "
886,dragen,16831,161324802,98.91330851765572,"Translated(src=nl, dest=en, text=to wear, pronunciation=to wear, extra_data=""{'translat..."")","verb: wear, bear.  noun: bearing.  "
887,keuze,16822,161341624,98.9236226147769,"Translated(src=nl, dest=en, text=choice, pronunciation=choice, extra_data=""{'translat..."")","noun: choice, selection.  "
888,gefeliciteerd,16806,161358430,98.93392690179502,"Translated(src=nl, dest=en, text=congratulations, pronunciation=congratulations, extra_data=""{'translat..."")",interjection: Congratulations!.  
889,situatie,16790,161375220,98.94422137871005,"Translated(src=nl, dest=en, text=situation, pronunciation=situation, extra_data=""{'translat..."")","noun: situation, circumstances.  "
890,missen,16782,161392002,98.95451095057355,"Translated(src=nl, dest=en, text=to miss, pronunciation=to miss, extra_data=""{'translat..."")","verb: miss, lack.  noun: failing.  "
891,honger,16742,161408744,98.96477599717936,"Translated(src=nl, dest=en, text=hunger, pronunciation=hunger, extra_data=""{'translat..."")",noun: hunger.  
892,betaald,16717,161425461,98.9750257154991,"Translated(src=nl, dest=en, text=paid, pronunciation=paid, extra_data=""{'translat..."")","adjective: paid, paid-in.  abbreviation: pd..  "
893,liefje,16701,161442162,98.98526562371578,"Translated(src=nl, dest=en, text=sweetheart, pronunciation=sweetheart, extra_data=""{'translat..."")","noun: sweetheart, love.  "
894,duurt,16676,161458838,98.9954902036464,"Translated(src=nl, dest=en, text=takes, pronunciation=takes, extra_data=""{'translat..."")","verb: last, continue.  "
895,schelen,16664,161475502,99.00570742599972,"Translated(src=nl, dest=en, text=care, pronunciation=care, extra_data=""{'translat..."")","verb: differ, ail.  "
896,kaart,16650,161492152,99.01591606451284,"Translated(src=nl, dest=en, text=Map, pronunciation=Map, extra_data=""{'translat..."")","noun: map, card.  "
897,rij,16597,161508749,99.02609220705952,"Translated(src=nl, dest=en, text=queue, pronunciation=queue, extra_data=""{'translat..."")","noun: row, queue.  "
898,bal,16571,161525320,99.0362524081887,"Translated(src=nl, dest=en, text=ball, pronunciation=ball, extra_data=""{'translat..."")","noun: ball, dance.  "
899,werkte,16525,161541845,99.04638440527155,"Translated(src=nl, dest=en, text=worked, pronunciation=worked, extra_data=""{'translat..."")","verb: work, operate.  "
900,gedachten,16524,161558369,99.05651578922296,"Translated(src=nl, dest=en, text=thoughts, pronunciation=thoughts, extra_data=""{'translat..."")",noun: mind.  
901,derde,16491,161574860,99.06662693983675,"Translated(src=nl, dest=en, text=third, pronunciation=third, extra_data=""{'translat..."")",adjective: third.  noun: third.  : third.  
902,rennen,16482,161591342,99.07673257226759,"Translated(src=nl, dest=en, text=run, pronunciation=run, extra_data=""{'translat..."")","verb: run, race.  "
903,namen,16476,161607818,99.08683452590977,"Translated(src=nl, dest=en, text=names, pronunciation=names, extra_data=""{'translat..."")","noun: name, first name.  "
904,teken,16474,161624292,99.09693525328905,"Translated(src=nl, dest=en, text=sign, pronunciation=sign, extra_data=""{'translat..."")","noun: sign, symbol.  "
905,speelt,16462,161640754,99.10702862309103,"Translated(src=nl, dest=en, text=plays, pronunciation=plays, extra_data=""{'translat..."")","verb: play, game.  "
906,stem,16449,161657203,99.11711402218427,"Translated(src=nl, dest=en, text=voice, pronunciation=voice, extra_data=""{'translat..."")","noun: vote, voice.  "
907,bedrijf,16447,161673650,99.12719819501461,"Translated(src=nl, dest=en, text=company, pronunciation=company, extra_data=""{'translat..."")","noun: business, enterprise.  "
908,moe,16438,161690088,99.13727684966199,"Translated(src=nl, dest=en, text=tired, pronunciation=tired, extra_data=""{'translat..."")","adjective: tired, weary.  "
909,tenzij,16434,161706522,99.14735305178358,"Translated(src=nl, dest=en, text=unless, pronunciation=unless, extra_data=""{'translat..."")","conjunction: unless, save.  "
910,dom,16431,161722953,99.15742741451086,"Translated(src=nl, dest=en, text=stupid, pronunciation=stupid, extra_data=""{'translat..."")","adjective: stupid, silly.  noun: cathedral, dome.  adverb: stupidly, vainly.  "
911,vlucht,16426,161739379,99.16749871158092,"Translated(src=nl, dest=en, text=flight, pronunciation=flight, extra_data=""{'translat..."")","noun: flight, covey.  "
912,raak,16424,161755803,99.1775687823881,"Translated(src=nl, dest=en, text=hit, pronunciation=hit, extra_data=""{'translat..."")","adjective: striking, home.  adverb: strikingly, home.  "
913,relatie,16409,161772212,99.18762965622365,"Translated(src=nl, dest=en, text=relation, pronunciation=relation, extra_data=""{'translat..."")","noun: relation, acquaintance.  "
914,lachen,16406,161788618,99.19768869066486,"Translated(src=nl, dest=en, text=laugh, pronunciation=laugh, extra_data=""{'translat..."")","verb: laugh, smile.  "
915,leuke,16383,161805001,99.2077336230829,"Translated(src=nl, dest=en, text=nice, pronunciation=nice, extra_data=""{'translat..."")","adjective: nice, entertaining.  "
916,schuldig,16377,161821378,99.2177748767123,"Translated(src=nl, dest=en, text=guilty, pronunciation=guilty, extra_data=""{'translat..."")","adjective: guilty, due.  "
917,negen,16367,161837745,99.22780999902727,"Translated(src=nl, dest=en, text=nine, pronunciation=nine, extra_data=""{'translat..."")",noun: nine.  : nine.  
918,tafel,16343,161854088,99.23783040618763,"Translated(src=nl, dest=en, text=table, pronunciation=table, extra_data=""{'translat..."")","noun: table, board.  "
919,sneller,16287,161870375,99.24781647798723,"Translated(src=nl, dest=en, text=faster, pronunciation=faster, extra_data=""{'translat..."")",adjective: hair-trigger.  
920,James,16285,161886660,99.25780132352394,"Translated(src=nl, dest=en, text=James, pronunciation=James, extra_data=""{'translat..."")",James
921,jong,16260,161902920,99.26777084077459,"Translated(src=nl, dest=en, text=young, pronunciation=young, extra_data=""{'translat..."")","adjective: young, infant.  noun: cub, child.  "
922,vanwege,16260,161919180,99.27774035802524,"Translated(src=nl, dest=en, text=because of, pronunciation=because of, extra_data=""{'translat..."")","preposition: because of, on account of.  "
923,beide,16258,161935438,99.287708649013,"Translated(src=nl, dest=en, text=both, pronunciation=both, extra_data=""{'translat..."")",adjective: both.  pronoun: either.  
924,viel,16249,161951687,99.2976714218178,"Translated(src=nl, dest=en, text=fell, pronunciation=fell, extra_data=""{'translat..."")","verb: fall, drop.  "
925,oog,16228,161967915,99.30762131886229,"Translated(src=nl, dest=en, text=eye, pronunciation=eye, extra_data=""{'translat..."")","noun: eye, dot.  "
926,leek,16213,161984128,99.31756201893516,"Translated(src=nl, dest=en, text=seemed, pronunciation=seemed, extra_data=""{'translat..."")","noun: layman, secular.  "
927,gestuurd,16199,162000327,99.32749413516784,"Translated(src=nl, dest=en, text=sent, pronunciation=sent, extra_data=""{'translat..."")","verb: send, steer.  "
928,lijn,16148,162016475,99.33739498169696,"Translated(src=nl, dest=en, text=line, pronunciation=line, extra_data=""{'translat..."")","noun: line, rope.  "
929,grapje,16099,162032574,99.3472657847854,"Translated(src=nl, dest=en, text=just kidding, pronunciation=just kidding, extra_data=""{'translat..."")","noun: joke, wisecrack.  "
930,komaan,16065,162048639,99.35711574140483,"Translated(src=nl, dest=en, text=come on, pronunciation=come on, extra_data=""{'translat..."")",interjection: Now!.  
931,moesten,16060,162064699,99.36696263236703,"Translated(src=nl, dest=en, text=had to, pronunciation=had to, extra_data=""{'translat..."")",verb: must.  
932,daarvoor,16038,162080737,99.37679603443752,"Translated(src=nl, dest=en, text=therefor, pronunciation=therefor, extra_data=""{'translat..."")","adverb: therefor, previously.  "
933,onderweg,16024,162096761,99.3866208526678,"Translated(src=nl, dest=en, text=underway, pronunciation=underway, extra_data=""{'translat..."")","adverb: en route, on the go.  phrase: on the wing.  "
934,lijst,16015,162112776,99.3964401527151,"Translated(src=nl, dest=en, text=list, pronunciation=list, extra_data=""{'translat..."")","noun: list, table.  "
935,vanuit,16011,162128787,99.40625700023665,"Translated(src=nl, dest=en, text=from, pronunciation=from, extra_data=""{'translat..."")",preposition: from.  
936,band,15996,162144783,99.41606465078655,"Translated(src=nl, dest=en, text=band, pronunciation=band, extra_data=""{'translat..."")","noun: band, tire.  "
937,gelooft,15967,162160750,99.42585452052462,"Translated(src=nl, dest=en, text=believes, pronunciation=believes, extra_data=""{'translat..."")","verb: believe, think.  "
938,gemist,15941,162176691,99.43562844884521,"Translated(src=nl, dest=en, text=missed, pronunciation=missed, extra_data=""{'translat..."")","verb: miss, lack.  "
939,sleutel,15904,162192595,99.44537969130242,"Translated(src=nl, dest=en, text=key, pronunciation=key, extra_data=""{'translat..."")","noun: key, clef.  "
940,lag,15866,162208461,99.45510763476484,"Translated(src=nl, dest=en, text=lag, pronunciation=lag, extra_data=""{'translat..."")","verb: lie, be.  "
941,kont,15861,162224322,99.46483251257004,"Translated(src=nl, dest=en, text=ass, pronunciation=ass, extra_data=""{'translat..."")","noun: buttocks, rump.  "
942,reis,15857,162240179,99.47455493784948,"Translated(src=nl, dest=en, text=trip, pronunciation=trip, extra_data=""{'translat..."")","noun: travel, trip.  "
943,arm,15856,162256035,99.48427674999746,"Translated(src=nl, dest=en, text=arm, pronunciation=arm, extra_data=""{'translat..."")","noun: arm, wing.  adjective: poor, penniless.  adverb: poorly.  "
944,show,15845,162271880,99.4939918176996,"Translated(src=nl, dest=en, text=show, pronunciation=show, extra_data=""{'translat..."")",show
945,vertelt,15838,162287718,99.50370259348163,"Translated(src=nl, dest=en, text=tells, pronunciation=tells, extra_data=""{'translat..."")","verb: tell, relate.  "
946,groep,15822,162303540,99.51340355916058,"Translated(src=nl, dest=en, text=group, pronunciation=group, extra_data=""{'translat..."")","noun: group, set.  "
947,belde,15820,162319360,99.52310329857666,"Translated(src=nl, dest=en, text=called, pronunciation=called, extra_data=""{'translat..."")","verb: dial, clang.  "
948,zweer,15738,162335098,99.53275276121447,"Translated(src=nl, dest=en, text=swear, pronunciation=swear, extra_data=""{'translat..."")","noun: ulcer, abscess.  "
949,agenten,15725,162350823,99.54239425314353,"Translated(src=nl, dest=en, text=agents, pronunciation=agents, extra_data=""{'translat..."")","noun: agent, policeman.  "
950,eer,15715,162366538,99.55202961375817,"Translated(src=nl, dest=en, text=honour, pronunciation=honour, extra_data=""{'translat..."")","noun: honor, credit.  conjunction: ere.  adverb: rather, preferably.  "
951,onmogelijk,15691,162382229,99.56165025921818,"Translated(src=nl, dest=en, text=impossible, pronunciation=impossible, extra_data=""{'translat..."")",adjective: impossible.  adverb: impossibly.  
952,steek,15668,162397897,99.57125680265504,"Translated(src=nl, dest=en, text=lurch, pronunciation=lurch, extra_data=""{'translat..."")","noun: stitch, sting.  "
953,hel,15592,162413489,99.58081674810228,"Translated(src=nl, dest=en, text=hell, pronunciation=hell, extra_data=""{'translat..."")","noun: hell, inferno.  adjective: bright, clear.  adverb: glaringly.  "
954,zwaar,15564,162429053,99.59035952586915,"Translated(src=nl, dest=en, text=heavy, pronunciation=heavy, extra_data=""{'translat..."")","adjective: heavy, hard.  adverb: strongly, grievously.  "
955,tuurlijk,15444,162444497,99.59982872786293,"Translated(src=nl, dest=en, text=of course, pronunciation=of course, extra_data=""{'translat..."")",of course
956,bevel,15387,162459884,99.60926298136452,"Translated(src=nl, dest=en, text=order, pronunciation=order, extra_data=""{'translat..."")","noun: order, command.  "
957,jonge,15282,162475166,99.61863285606466,"Translated(src=nl, dest=en, text=young, pronunciation=young, extra_data=""{'translat..."")","adjective: young, infant.  "
958,kerk,15257,162490423,99.62798740247877,"Translated(src=nl, dest=en, text=church, pronunciation=church, extra_data=""{'translat..."")","noun: church, chapel.  "
959,huwelijk,15205,162505628,99.63731006605786,"Translated(src=nl, dest=en, text=wedding, pronunciation=wedding, extra_data=""{'translat..."")","noun: wedding, marriage.  "
960,delen,15179,162520807,99.64661678821948,"Translated(src=nl, dest=en, text=parts, pronunciation=parts, extra_data=""{'translat..."")","verb: share, communicate.  "
961,sla,15172,162535979,99.65591921846098,"Translated(src=nl, dest=en, text=lettuce, pronunciation=lettuce, extra_data=""{'translat..."")","noun: lettuce, salad.  "
962,Amerikaanse,15170,162551149,99.6652204224396,"Translated(src=nl, dest=en, text=American, pronunciation=American, extra_data=""{'translat..."")",noun: American.  
963,wedstrijd,15148,162566297,99.67450813752649,"Translated(src=nl, dest=en, text=contest, pronunciation=contest, extra_data=""{'translat..."")","noun: match, game.  adjective: emulative.  "
964,maat,15142,162581439,99.68379217382473,"Translated(src=nl, dest=en, text=mate, pronunciation=mate, extra_data=""{'translat..."")","noun: size, measure.  "
965,allen,15136,162596575,99.69307253133432,"Translated(src=nl, dest=en, text=all, pronunciation=all, extra_data=""{'translat..."")",all
966,gebroken,15099,162611674,99.70233020298055,"Translated(src=nl, dest=en, text=broken, pronunciation=broken, extra_data=""{'translat..."")","adjective: prostrate, lacerated.  "
967,dromen,15070,162626744,99.71157009381494,"Translated(src=nl, dest=en, text=to dream, pronunciation=to dream, extra_data=""{'translat..."")","verb: dream, moon.  "
968,direct,15048,162641792,99.72079649575761,"Translated(src=nl, dest=en, text=straight away, pronunciation=straight away, extra_data=""{'translat..."")","adverb: directly, direct.  adjective: direct, straight.  phrase: on the spur of the moment.  "
969,luitenant,15007,162656799,99.72999775931115,"Translated(src=nl, dest=en, text=lieutenant, pronunciation=lieutenant, extra_data=""{'translat..."")","noun: lieutenant, loot.  "
970,planeet,14944,162671743,99.73916039558382,"Translated(src=nl, dest=en, text=planet, pronunciation=planet, extra_data=""{'translat..."")",noun: planet.  
971,vooral,14885,162686628,99.74828685710142,"Translated(src=nl, dest=en, text=mainly, pronunciation=mainly, extra_data=""{'translat..."")","adverb: especially, particularly.  "
972,missie,14876,162701504,99.75740780043603,"Translated(src=nl, dest=en, text=mission, pronunciation=mission, extra_data=""{'translat..."")",noun: mission.  
973,midden,14873,162716377,99.7665269043763,"Translated(src=nl, dest=en, text=middle, pronunciation=middle, extra_data=""{'translat..."")","noun: middle, midst.  adjective: mid.  preposition: amidst, amid.  "
974,gezin,14868,162731245,99.77564294265937,"Translated(src=nl, dest=en, text=family, pronunciation=family, extra_data=""{'translat..."")","noun: family, household.  "
975,gisteravond,14856,162746101,99.78475162336514,"Translated(src=nl, dest=en, text=yesterday evening, pronunciation=yesterday evening, extra_data=""{'translat..."")","adverb: last night, yesternight.  noun: yesternight, yester-evening.  "
976,leiden,14837,162760938,99.7938486545735,"Translated(src=nl, dest=en, text=lead, pronunciation=lead, extra_data=""{'translat..."")","verb: lead, guide.  "
977,dame,14831,162775769,99.8029420069932,"Translated(src=nl, dest=en, text=Lady, pronunciation=Lady, extra_data=""{'translat..."")","noun: lady, gentlewoman.  "
978,bericht,14807,162790576,99.8120206442583,"Translated(src=nl, dest=en, text=message, pronunciation=message, extra_data=""{'translat..."")","noun: message, report.  "
979,angst,14805,162805381,99.8210980552605,"Translated(src=nl, dest=en, text=fear, pronunciation=fear, extra_data=""{'translat..."")","noun: fear, anxiety.  "
980,stierf,14766,162820147,99.83015155413646,"Translated(src=nl, dest=en, text=died, pronunciation=died, extra_data=""{'translat..."")","verb: die, perish.  "
981,wagen,14759,162834906,99.83920076109233,"Translated(src=nl, dest=en, text=wagon, pronunciation=wagon, extra_data=""{'translat..."")","noun: car, carriage.  verb: risk, dare.  "
982,blijkbaar,14752,162849658,99.8482456761281,"Translated(src=nl, dest=en, text=evidently, pronunciation=evidently, extra_data=""{'translat..."")","adverb: apparently, evidently.  adjective: apparent, evident.  "
983,kapot,14720,162864378,99.85727097095771,"Translated(src=nl, dest=en, text=Broken, pronunciation=Broken, extra_data=""{'translat..."")","adjective: broken, damaged.  adverb: to pieces.  "
984,zoekt,14718,162879096,99.86629503952445,"Translated(src=nl, dest=en, text=searches, pronunciation=searches, extra_data=""{'translat..."")","verb: search, seek.  "
985,ziel,14706,162893802,99.87531175051387,"Translated(src=nl, dest=en, text=soul, pronunciation=soul, extra_data=""{'translat..."")","noun: soul, mind.  "
986,positie,14676,162908478,99.88431006756004,"Translated(src=nl, dest=en, text=position, pronunciation=position, extra_data=""{'translat..."")","noun: position, situation.  "
987,waarvoor,14669,162923147,99.89330409268611,"Translated(src=nl, dest=en, text=for what, pronunciation=for what, extra_data=""{'translat..."")",adverb: wherefore.  
988,respect,14634,162937781,99.90227665821169,"Translated(src=nl, dest=en, text=respect, pronunciation=respect, extra_data=""{'translat..."")",noun: esteem.  
989,wet,14615,162952396,99.91123757423988,"Translated(src=nl, dest=en, text=law, pronunciation=law, extra_data=""{'translat..."")","noun: law, act.  "
990,gesprek,14615,162967011,99.92019849026806,"Translated(src=nl, dest=en, text=conversation, pronunciation=conversation, extra_data=""{'translat..."")","noun: conversation, talk.  "
991,verleden,14593,162981604,99.92914591740451,"Translated(src=nl, dest=en, text=past, pronunciation=past, extra_data=""{'translat..."")","adjective: past, last.  noun: past, yore.  "
992,kost,14592,162996196,99.93809273140953,"Translated(src=nl, dest=en, text=costs, pronunciation=costs, extra_data=""{'translat..."")","noun: fare, meat.  "
993,links,14520,163010716,99.94699539995071,"Translated(src=nl, dest=en, text=left, pronunciation=left, extra_data=""{'translat..."")","adjective: left, gauche.  adverb: left.  noun: leftist.  "
994,witte,14506,163025222,99.95588948465169,"Translated(src=nl, dest=en, text=white, pronunciation=white, extra_data=""{'translat..."")","adjective: white, blank.  "
995,ring,14427,163039649,99.96473513196874,"Translated(src=nl, dest=en, text=ring, pronunciation=ring, extra_data=""{'translat..."")","noun: ring, hoop.  "
996,da's,14384,163054033,99.97355441463377,"Translated(src=nl, dest=en, text=that's, pronunciation=that's, extra_data=""{'translat..."")","noun: tie, badger.  "
997,regelen,14382,163068415,99.9823724710359,"Translated(src=nl, dest=en, text=arrange for, pronunciation=arrange for, extra_data=""{'translat..."")","verb: arrange, regulate.  "
998,computer,14377,163082792,99.99118746178084,"Translated(src=nl, dest=en, text=computer, pronunciation=computer, extra_data=""{'translat..."")","noun: computer, processor.  "
999,dronken,14373,163097165,100.0,"Translated(src=nl, dest=en, text=drunk, pronunciation=drunk, extra_data=""{'translat..."")","adjective: drunk, drunken.  "
