,Dutch,Frequency,SpaCy_POS,SpaCy_Tag,POS,Translation
1469,onschuldig,8758,ADJ,ADJ|vrij|basis|zonder,Adjective,innocent
1470,dossier,8758,NOUN,N|soort|ev|basis|onz|stan,Noun,file
1471,boel,8737,NOUN,N|soort|ev|basis|zijd|stan,Noun,bunch
1472,durf,8737,NOUN,N|soort|ev|basis|zijd|stan,Noun,dare
1473,maan,8726,NOUN,N|soort|ev|basis|zijd|stan,Noun,Moon
1474,post,8721,NOUN,N|soort|ev|basis|zijd|stan,Noun,post
1475,auto's,8720,NOUN,N|soort|mv|basis,Noun,cars
1476,betreft,8718,VERB,WW|pv|tgw|met-t,Verb,Re
1477,leeftijd,8713,NOUN,N|soort|ev|basis|zijd|stan,Noun,age
1478,toevallig,8712,ADJ,ADJ|vrij|basis|zonder,Adjective,chance
1479,bos,8709,NOUN,N|soort|ev|basis|onz|stan,Noun,bunch
1480,waarin,8706,ADV,BW,Adverb,in which
1481,ineens,8693,ADV,BW,Adverb,suddenly
1482,overleden,8693,VERB,WW|vd|vrij|zonder,Verb,dead
1483,Clark,8657,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Clark
1484,kosten,8655,NOUN,N|soort|mv|basis,Noun,cost
1485,gemeen,8653,ADJ,ADJ|vrij|basis|zonder,Adjective,mean
1486,landen,8645,NOUN,N|soort|mv|basis,Noun,to land
1487,enorm,8643,ADJ,ADJ|vrij|basis|zonder,Adjective,enormous
1488,sommigen,8641,VERB,VNW|onbep|det|stan|nom|met-e|mv-n,Verb,some
1489,opeens,8637,ADV,BW,Adverb,suddenly
1490,senator,8617,NOUN,N|soort|ev|basis|zijd|stan,Noun,senator
1491,gedoe,8611,NOUN,N|soort|ev|basis|onz|stan,Noun,hassle
1492,enorme,8597,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,huge
1493,bloemen,8585,NOUN,N|soort|mv|basis,Noun,flowers
1494,steen,8582,NOUN,N|soort|ev|basis|zijd|stan,Noun,stone
1495,opzij,8577,ADV,BW,Adverb,aside
1496,openen,8576,VERB,WW|inf|vrij|zonder,Verb,to open
1497,tanden,8572,NOUN,N|soort|mv|basis,Noun,teeth
1498,hersenen,8571,NOUN,N|soort|mv|basis,Noun,brain
1499,getuigen,8567,VERB,WW|inf|vrij|zonder,Verb,to give evidence
1500,halve,8556,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,half
1501,verdwijnen,8543,VERB,WW|pv|tgw|mv,Verb,to disappear
1502,gelogen,8536,VERB,WW|vd|vrij|zonder,Verb,lied
1503,past,8532,VERB,WW|pv|tgw|met-t,Verb,suits
1504,bespreken,8513,VERB,WW|inf|vrij|zonder,Verb,discuss
1505,motor,8513,NOUN,N|soort|ev|basis|zijd|stan,Noun,engine
1506,ontsnapt,8505,VERB,WW|pv|tgw|met-t,Verb,Escaped
1507,momentje,8496,NOUN,N|soort|ev|dim|onz|stan,Noun,just hold on
1508,ontbijt,8480,NOUN,N|soort|ev|basis|onz|stan,Noun,breakfast
1509,toilet,8477,NOUN,N|soort|ev|basis|onz|stan,Noun,toilet
1510,uitzoeken,8469,VERB,WW|inf|vrij|zonder,Verb,to sort
1511,volwassen,8435,ADJ,ADJ|prenom|basis|zonder,Adjective,adult
1512,eeuwig,8408,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,eternal
1513,afmaken,8391,VERB,WW|pv|tgw|mv,Verb,kill
1514,dol,8391,ADJ,ADJ|vrij|basis|zonder,Adjective,crazy
1515,terecht,8387,ADJ,ADJ|vrij|basis|zonder,Adjective,justifiably
1516,oren,8357,NOUN,N|soort|mv|basis,Noun,ears
1517,machine,8354,NOUN,N|soort|ev|basis|zijd|stan,Noun,machine
1518,verpest,8345,SYM,SPEC|vreemd,Symbol,ruined
1519,verlaat,8343,VERB,WW|pv|tgw|met-t,Verb,leaves
1520,klootzakken,8316,VERB,WW|pv|tgw|mv,Verb,bastards
1521,top,8306,NOUN,N|soort|ev|basis|zijd|stan,Noun,top
1522,gemakkelijk,8286,ADJ,ADJ|vrij|basis|zonder,Adjective,easy
1523,gearresteerd,8285,VERB,WW|vd|vrij|zonder,Verb,arrested
1524,doos,8276,ADJ,ADJ|vrij|basis|zonder,Adjective,box
1525,geschoten,8274,VERB,WW|vd|vrij|zonder,Verb,shot
1526,gegeten,8273,VERB,WW|vd|vrij|zonder,Verb,ate
1527,betaalt,8272,VERB,WW|pv|tgw|met-t,Verb,pays
1528,rare,8272,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,weird
1529,big,8267,PROPN,SPEC|deeleigen,Proper noun,big
1530,ochtend,8262,NOUN,N|soort|ev|basis|zijd|stan,Noun,morning
1531,ruikt,8261,VERB,WW|pv|tgw|met-t,Verb,smells
1532,huid,8251,NOUN,N|soort|ev|basis|zijd|stan,Noun,skin
1533,trut,8241,SYM,SPEC|vreemd,Symbol,bitch
1534,verhalen,8226,NOUN,N|soort|mv|basis,Noun,stories
1535,verraden,8217,VERB,WW|pv|tgw|mv,Verb,betray
1536,tonen,8211,VERB,WW|pv|tgw|mv,Verb,to show
1537,hopen,8208,VERB,WW|inf|vrij|zonder,Verb,to hope
1538,virus,8208,NOUN,N|soort|ev|basis|onz|stan,Noun,virus
1539,bedoeling,8206,NOUN,N|soort|ev|basis|zijd|stan,Noun,intention
1540,officier,8204,NOUN,N|soort|ev|basis|zijd|stan,Noun,officer
1541,schreef,8194,VERB,WW|pv|verl|ev,Verb,wrote
1542,krachten,8191,NOUN,N|soort|mv|basis,Noun,forces
1543,papieren,8190,VERB,WW|pv|tgw|mv,Verb,paper
1544,bijzonder,8189,ADJ,ADJ|vrij|basis|zonder,Adjective,special
1545,betekenen,8186,VERB,WW|inf|vrij|zonder,Verb,mean
1546,opnemen,8186,VERB,WW|inf|vrij|zonder,Verb,to withdraw
1547,strand,8185,NOUN,N|soort|ev|basis|onz|stan,Noun,beach
1548,rapport,8183,NOUN,N|soort|ev|basis|onz|stan,Noun,report
1549,binnenkort,8163,ADV,BW,Adverb,shortly
1550,twijfel,8158,NOUN,N|soort|ev|basis|zijd|stan,Noun,doubt
1551,inspecteur,8157,NOUN,N|soort|ev|basis|zijd|stan,Noun,inspector
1552,gekke,8146,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,crazy
1553,veld,8121,NOUN,N|soort|ev|basis|onz|stan,Noun,field
1554,rechercheur,8111,NOUN,N|soort|ev|basis|zijd|stan,Noun,detective
1555,lunch,8107,NOUN,N|soort|ev|basis|zijd|stan,Noun,lunch
1556,ondertitel,8106,NOUN,N|soort|ev|basis|zijd|stan,Noun,subtitle
1557,opstaan,8104,NOUN,N|soort|ev|basis|onz|stan,Noun,to get up
1558,lui,8083,PRON,N|soort|mv|basis,Pronoun,lazy
1559,gezocht,8074,VERB,WW|vd|vrij|zonder,Verb,sought
1560,ophalen,8071,VERB,WW|inf|vrij|zonder,Verb,to retrieve
1561,verslaan,8070,VERB,WW|inf|vrij|zonder,Verb,defeat
1562,ergste,8069,ADJ,ADJ|prenom|sup|met-e|stan,Adjective,worst
1563,drankje,8062,NOUN,N|soort|ev|dim|onz|stan,Noun,drink
1564,publiek,8062,NOUN,N|soort|ev|basis|onz|stan,Noun,audience
1565,nerveus,8061,ADJ,ADJ|vrij|basis|zonder,Adjective,nervous
1566,gedrag,8056,NOUN,N|soort|ev|basis|onz|stan,Noun,behaviour
1567,troep,8052,NOUN,N|soort|ev|basis|zijd|stan,Noun,rubbish
1568,lab,8046,ADJ,ADJ|nom|basis|zonder|zonder-n,Adjective,lab
1569,roken,8042,VERB,WW|inf|vrij|zonder,Verb,smoking
1570,keren,8030,VERB,WW|inf|vrij|zonder,Verb,turn
1571,zocht,8019,VERB,WW|pv|verl|ev,Verb,was looking for
1572,bad,8019,NOUN,N|soort|ev|basis|onz|stan,Noun,bath
1573,dik,8006,ADJ,ADJ|vrij|basis|zonder,Adjective,fat
1574,vaders,7987,NOUN,N|soort|mv|basis,Noun,fathers
1575,alarm,7956,NOUN,N|soort|ev|basis|onz|stan,Noun,alarm
1576,akkoord,7948,NOUN,N|soort|ev|basis|onz|stan,Noun,agree
1577,doelwit,7948,ADJ,ADJ|vrij|basis|zonder,Adjective,target
1578,vaker,7936,ADJ,ADJ|vrij|comp|zonder,Adjective,more often
1579,schade,7926,NOUN,N|soort|ev|basis|zijd|stan,Noun,injury
1580,bruiloft,7901,VERB,WW|pv|tgw|met-t,Verb,wedding
1581,gegevens,7900,NOUN,N|soort|mv|basis,Noun,facts
1582,genoemd,7896,VERB,WW|vd|vrij|zonder,Verb,named
1583,terugkomen,7894,VERB,WW|inf|vrij|zonder,Verb,coming back
1584,vernietigd,7889,VERB,WW|vd|vrij|zonder,Verb,destroyed
1585,steken,7882,VERB,WW|pv|tgw|mv,Verb,stiches
1586,geweld,7880,NOUN,N|soort|ev|basis|onz|stan,Noun,violence
1587,vergeven,7880,VERB,WW|vd|vrij|zonder,Verb,to forgive
1588,Amerikanen,7865,PROPN,N|eigen|mv|basis,Proper noun,Americans
1589,mening,7861,NOUN,N|soort|ev|basis|zijd|stan,Noun,opinion
1590,kies,7856,NOUN,N|soort|mv|basis,Noun,choose
1591,type,7841,NOUN,N|soort|ev|basis|onz|stan,Noun,type
1592,bedacht,7831,VERB,WW|vd|vrij|zonder,Verb,invented
1593,belangrijkste,7807,ADJ,ADJ|prenom|sup|met-e|stan,Adjective,main
1594,las,7801,VERB,WW|pv|verl|ev,Verb,las
1595,grens,7800,NOUN,N|soort|ev|basis|zijd|stan,Noun,border
1596,paniek,7798,NOUN,N|soort|ev|basis|zijd|stan,Noun,panic
1597,universiteit,7796,NOUN,N|soort|ev|basis|zijd|stan,Noun,university
1598,verboden,7794,VERB,WW|vd|vrij|zonder,Verb,forbidden
1599,west,7793,NOUN,N|soort|ev|basis|zijd|stan,Noun,west
1600,rotzooi,7769,NOUN,N|soort|ev|basis|onz|stan,Noun,mess
1601,moed,7765,NOUN,N|soort|ev|basis|zijd|stan,Noun,courage
1602,dichterbij,7762,ADJ,ADJ|vrij|comp|zonder,Adjective,closer
1603,blanke,7755,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,White person
1604,verbergen,7754,NOUN,N|soort|mv|basis,Noun,hide
1605,gaaf,7749,ADJ,ADJ|vrij|basis|zonder,Adjective,great
1606,voorkomen,7742,VERB,WW|pv|tgw|mv,Verb,prevent
1607,duivel,7741,NOUN,N|soort|ev|basis|zijd|stan,Noun,devil
1608,persoonlijke,7730,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,personal
1609,bepaalde,7729,VERB,WW|vd|prenom|met-e,Verb,certain
1610,Rome,7718,PROPN,N|eigen|ev|basis|onz|stan,Proper noun,Rome
1611,rusten,7715,VERB,WW|inf|vrij|zonder,Verb,rest
1612,juffrouw,7711,NOUN,N|soort|ev|basis|zijd|stan,Noun,miss
1613,fles,7702,NOUN,N|soort|ev|basis|onz|stan,Noun,bottle
1614,kaarten,7698,NOUN,N|soort|mv|basis,Noun,Cards
1615,dna,7692,NOUN,N|soort|ev|basis|onz|stan,Noun,DNA
1616,stappen,7684,NOUN,N|soort|mv|basis,Noun,steps
1617,vrije,7679,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,free
1618,schijnt,7676,VERB,WW|pv|tgw|met-t,Verb,appears
1619,favoriete,7667,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,favourite
1620,spelletje,7667,NOUN,N|soort|ev|dim|onz|stan,Noun,game
1621,broeder,7656,ADJ,ADJ|vrij|comp|zonder,Adjective,brother
1622,coach,7650,NOUN,N|soort|ev|basis|zijd|stan,Noun,coach
1623,overkomen,7643,VERB,WW|inf|vrij|zonder,Verb,happen
1624,poort,7630,VERB,WW|pv|tgw|ev,Verb,gate
1625,zomer,7628,NOUN,N|soort|ev|basis|zijd|stan,Noun,summer
1626,afgesproken,7624,VERB,WW|vd|vrij|zonder,Verb,agreed to meet
1627,bron,7623,NOUN,N|soort|ev|basis|zijd|stan,Noun,source
1628,advies,7622,NOUN,N|soort|ev|basis|onz|stan,Noun,advice
1629,Pete,7619,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Pete
1630,Jason,7613,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Jason
1631,sukkel,7608,NOUN,N|soort|ev|basis|zijd|stan,Noun,softy
1632,geslapen,7597,VERB,WW|vd|vrij|zonder,Verb,slept
1633,jaloers,7568,NOUN,N|soort|mv|basis,Noun,jealous
1634,kogels,7562,NOUN,N|soort|mv|basis,Noun,bullets
1635,kamp,7561,NOUN,N|soort|ev|basis|onz|stan,Noun,camp
1636,zwak,7555,ADJ,ADJ|vrij|basis|zonder,Adjective,weak
1637,gevolgd,7546,VERB,WW|vd|vrij|zonder,Verb,followed
1638,vertrokken,7545,VERB,WW|vd|nom|met-e|mv-n,Verb,left
1639,stuurde,7541,VERB,WW|pv|verl|ev,Verb,sent
1640,menselijke,7539,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,human
1641,klanten,7522,NOUN,N|soort|mv|basis,Noun,customers
1642,lukken,7509,VERB,WW|inf|nom|zonder|zonder-n,Verb,succeed
1643,Engeland,7508,PROPN,N|eigen|ev|basis|onz|stan,Proper noun,England
1644,vingers,7505,NOUN,N|soort|mv|basis,Noun,fingers
1645,ziekte,7498,NOUN,N|soort|ev|basis|zijd|stan,Noun,disease
1646,vissen,7495,VERB,WW|inf|vrij|zonder,Verb,fishing
1647,CIA,7483,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,C.I.A
1648,Mexico,7480,PROPN,N|eigen|ev|basis|onz|stan,Proper noun,Mexico
1649,locatie,7476,NOUN,N|soort|ev|basis|zijd|stan,Noun,location
1650,vangen,7467,VERB,WW|inf|vrij|zonder,Verb,to catch
1651,waardoor,7466,ADV,BW,Adverb,as a result of which
1652,nagedacht,7463,VERB,WW|pv|tgw|met-t,Verb,thought
1653,gaven,7451,VERB,WW|pv|verl|mv,Verb,gifts
1654,medische,7450,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,medical
1655,geloofde,7443,VERB,WW|pv|verl|ev,Verb,believed
1656,mooiste,7442,ADJ,ADJ|nom|sup|met-e|zonder-n|stan,Adjective,most beautiful
1657,broers,7441,NOUN,N|soort|mv|basis,Noun,brothers
1658,tevreden,7441,ADJ,ADJ|vrij|basis|zonder,Adjective,satisfied
1659,city,7415,SYM,SPEC|vreemd,Symbol,City
1660,details,7407,NOUN,N|soort|mv|basis,Noun,details
1661,gereed,7407,ADJ,ADJ|vrij|basis|zonder,Adjective,ready
1662,aangedaan,7403,VERB,WW|vd|vrij|zonder,Verb,affected
1663,zojuist,7398,ADV,BW,Adverb,just now
1664,menselijk,7383,ADJ,ADJ|vrij|basis|zonder,Adjective,human
1665,blik,7381,NOUN,N|soort|ev|basis|zijd|stan,Noun,look
1666,verband,7376,NOUN,N|soort|ev|basis|onz|stan,Noun,bandage
1667,schot,7370,NOUN,N|soort|ev|basis|onz|stan,Noun,shot
1668,punten,7362,NOUN,N|soort|mv|basis,Noun,points
1669,domme,7352,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,stupid
1670,vogel,7351,NOUN,N|soort|ev|basis|zijd|stan,Noun,bird
1671,project,7348,NOUN,N|soort|ev|basis|onz|stan,Noun,project
1672,trekt,7342,VERB,WW|pv|tgw|met-t,Verb,pulls
1673,stemmen,7338,NOUN,N|soort|mv|basis,Noun,to vote
1674,genoegen,7336,NOUN,N|soort|ev|basis|onz|stan,Noun,pleasure
1675,burgemeester,7327,NOUN,N|soort|ev|basis|zijd|stan,Noun,mayor
1676,genezen,7326,VERB,WW|vd|vrij|zonder,Verb,cured
1677,gedachte,7321,NOUN,N|soort|ev|basis|zijd|stan,Noun,thought
1678,films,7320,NOUN,N|soort|mv|basis,Noun,movies
1679,hoopte,7319,VERB,WW|pv|verl|ev,Verb,hoped
1680,doc,7319,PROPN,N|eigen|ev|basis|onz|stan,Proper noun,doc
1681,gebruikte,7318,VERB,WW|pv|verl|ev,Verb,used
1682,gelaten,7316,VERB,WW|vd|vrij|zonder,Verb,left
1683,voeren,7311,VERB,WW|inf|vrij|zonder,Verb,feed
1684,bedenken,7310,VERB,WW|inf|vrij|zonder,Verb,to think of
1685,bekijk,7305,ADJ,ADJ|vrij|basis|zonder,Adjective,look at
1686,verborgen,7293,VERB,WW|vd|vrij|zonder,Verb,hidden
1687,oplossing,7289,NOUN,N|soort|ev|basis|zijd|stan,Noun,solution
1688,donder,7288,NOUN,N|soort|ev|basis|zijd|stan,Noun,Thunder
1689,verdomd,7288,VERB,WW|vd|vrij|zonder,Verb,damn
1690,laag,7287,ADJ,ADJ|vrij|basis|zonder,Adjective,low
1691,km,7287,SYM,SPEC|symb,Symbol,km
1692,bak,7285,NOUN,N|soort|ev|basis|zijd|stan,Noun,bin
1693,speelde,7281,VERB,WW|pv|verl|ev,Verb,played
1694,verwachten,7280,VERB,WW|pv|tgw|mv,Verb,to expect
1695,uitstekend,7273,ADJ,ADJ|vrij|basis|zonder,Adjective,excellent
1696,voedsel,7262,NOUN,N|soort|ev|basis|onz|stan,Noun,food
1697,arts,7258,NOUN,N|soort|ev|basis|zijd|stan,Noun,doctor
1698,fouten,7251,NOUN,N|soort|mv|basis,Noun,errors
1699,super,7241,NOUN,N|soort|ev|basis|zijd|stan,Noun,super
1700,testen,7238,VERB,WW|inf|vrij|zonder,Verb,to test
1701,kleur,7237,NOUN,N|soort|ev|basis|zijd|stan,Noun,colour
1702,aangevallen,7233,VERB,WW|vd|vrij|zonder,Verb,attacked
1703,station,7233,NOUN,N|soort|ev|basis|onz|stan,Noun,station
1704,kip,7219,VERB,ADJ|nom|basis|zonder|zonder-n,Verb,chicken
1705,Simon,7213,PROPN,SPEC|deeleigen,Proper noun,Simon
1706,piloot,7211,NOUN,N|soort|ev|basis|zijd|stan,Noun,pilot
1707,truck,7211,NOUN,N|soort|ev|basis|onz|stan,Noun,truck
1708,duizenden,7202,NUM,TW|hoofd|nom|mv-n|basis,Numeral,thousands
1709,kluis,7197,NOUN,N|soort|ev|basis|onz|stan,Noun,safe
1710,maatje,7192,NOUN,N|soort|ev|dim|onz|stan,Noun,Buddy
1711,des,7176,DET,LID|bep|gen|evmo,Determiner,des
1712,echtgenoot,7173,NOUN,N|soort|ev|basis|zijd|stan,Noun,husband
1713,Don,7159,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Don
1714,vermoordt,7158,VERB,WW|pv|tgw|met-t,Verb,kills
1715,gouden,7158,ADJ,ADJ|prenom|basis|zonder,Adjective,golden
1716,elf,7151,NUM,TW|hoofd|vrij,Numeral,eleven
1717,gebleven,7145,VERB,WW|vd|vrij|zonder,Verb,remained
1718,taal,7143,NOUN,N|soort|ev|basis|zijd|stan,Noun,language
1719,sterker,7134,ADJ,ADJ|vrij|comp|zonder,Adjective,stronger
1720,noorden,7133,NOUN,N|soort|ev|basis|onz|stan,Noun,north
1721,zwemmen,7133,VERB,WW|inf|vrij|zonder,Verb,swimming
1722,hoewel,7123,SCONJ,VG|onder,Conjunction,although
1723,leugenaar,7113,NOUN,N|soort|ev|basis|zijd|stan,Noun,liar
1724,St.,7112,PROPN,SPEC|deeleigen,Proper noun,St.
1725,vermist,7108,VERB,WW|vd|vrij|zonder,Verb,missing
1726,toon,7099,NOUN,N|soort|ev|basis|zijd|stan,Noun,show
1727,vijanden,7098,NOUN,N|soort|mv|basis,Noun,enemies
1728,meegemaakt,7084,VERB,WW|pv|tgw|met-t,Verb,experienced
1729,compleet,7078,ADJ,ADJ|vrij|basis|zonder,Adjective,completely
1730,shirt,7070,ADJ,ADJ|vrij|basis|zonder,Adjective,shirt
1731,deuren,7058,NOUN,N|soort|mv|basis,Noun,doors
1732,vertrekt,7054,VERB,WW|pv|tgw|met-t,Verb,leaves
1733,lijden,7053,VERB,WW|pv|tgw|mv,Verb,suffering
1734,geïnteresseerd,7053,VERB,WW|vd|vrij|zonder,Verb,interested
1735,veroorzaakt,7053,VERB,WW|vd|vrij|zonder,Verb,causes
1736,telefoontje,7045,NOUN,N|soort|ev|dim|onz|stan,Noun,phone call
1737,proces,7044,NOUN,N|soort|ev|basis|onz|stan,Noun,process
1738,tent,7039,NOUN,N|soort|ev|basis|zijd|stan,Noun,tent
1739,harder,7033,ADJ,ADJ|vrij|comp|zonder,Adjective,louder
1740,drank,7029,NOUN,N|soort|ev|basis|zijd|stan,Noun,drink
1741,begrafenis,7026,NOUN,N|soort|ev|basis|zijd|stan,Noun,funeral
1742,achtergelaten,7020,VERB,WW|vd|vrij|zonder,Verb,abandoned
1743,gedragen,7016,VERB,WW|vd|vrij|zonder,Verb,to behave
1744,war,7014,NOUN,N|soort|ev|basis|zijd|stan,Noun,war
1745,verstand,7008,NOUN,N|soort|ev|basis|onz|stan,Noun,mind
1746,stuurt,7006,VERB,WW|pv|tgw|met-t,Verb,sends
1747,snapt,7002,VERB,WW|inf|vrij|zonder,Verb,understands
1748,oplossen,6997,VERB,WW|inf|vrij|zonder,Verb,dissolve
1749,vaarwel,6993,NOUN,N|soort|ev|basis|onz|stan,Noun,farewell
1750,ongelofelijk,6991,ADJ,ADJ|vrij|basis|zonder,Adjective,unbelievable
1751,video,6989,NOUN,N|soort|ev|basis|zijd|stan,Noun,video
1752,Adam,6979,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Adam
1753,kregen,6969,VERB,WW|pv|verl|mv,Verb,got
1754,bevalt,6966,VERB,WW|pv|tgw|met-t,Verb,pleases
1755,hiervan,6959,ADV,BW,Adverb,of this
1756,vriendelijk,6957,ADJ,ADJ|vrij|basis|zonder,Adjective,friendly
1757,bereikt,6952,VERB,WW|vd|vrij|zonder,Verb,reaches
1758,Vegas,6949,NOUN,N|soort|ev|basis|onz|stan,Noun,Vegas
1759,Victor,6945,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Victor
1760,jagen,6942,VERB,WW|pv|tgw|mv,Verb,to hunt
1761,wit,6942,ADJ,ADJ|vrij|basis|zonder,Adjective,white
1762,heus,6933,ADJ,ADJ|vrij|basis|zonder,Adjective,real
1763,neen,6932,INTJ,TSW,Interjection,no
1764,bieden,6932,VERB,WW|inf|vrij|zonder,Verb,offer
1765,vrijdag,6923,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Friday
1766,theorie,6916,NOUN,N|soort|ev|basis|zijd|stan,Noun,theory
1767,genaamd,6908,ADJ,ADJ|vrij|basis|zonder,Adjective,called
1768,melk,6898,NOUN,N|soort|ev|basis|zijd|stan,Noun,milk
1769,uwe,6892,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,yours
1770,dankbaar,6882,ADJ,ADJ|vrij|basis|zonder,Adjective,satisfying
1771,vluchten,6880,VERB,WW|pv|tgw|mv,Verb,to flee
1772,paarden,6879,NOUN,N|soort|mv|basis,Noun,horses
1773,sterf,6878,NOUN,N|soort|ev|basis|zijd|stan,Noun,die
1774,blind,6874,ADJ,ADJ|vrij|basis|zonder,Adjective,blind
1775,vorig,6869,ADJ,ADJ|vrij|basis|zonder,Adjective,last
1776,koffer,6861,NOUN,N|soort|ev|basis|zijd|stan,Noun,Suitcase
1777,vasthouden,6861,VERB,WW|inf|vrij|zonder,Verb,to cling
1778,carrière,6861,NOUN,N|soort|ev|basis|zijd|stan,Noun,career
1779,vliegveld,6857,NOUN,N|soort|ev|basis|onz|stan,Noun,airport
1780,waardeer,6853,VERB,WW|pv|tgw|met-t,Verb,appreciate
1781,verloor,6853,VERB,WW|pv|verl|ev,Verb,lost
1782,goden,6852,NOUN,N|soort|mv|basis,Noun,gods
1783,manieren,6849,VERB,WW|inf|vrij|zonder,Verb,ways
1784,normale,6840,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,normal
1785,geheimen,6831,VERB,WW|vd|vrij|zonder,Verb,secrets
1786,reizen,6826,VERB,WW|inf|vrij|zonder,Verb,to travel
1787,hoger,6823,ADJ,ADJ|vrij|comp|zonder,Adjective,higher
1788,schoonheid,6818,NOUN,N|soort|ev|basis|zijd|stan,Noun,beauty
1789,straf,6815,NOUN,N|soort|ev|basis|zijd|stan,Noun,punishment
1790,iedereen,6798,PRON,VNW|onbep|pron|stan|vol|3p|ev,Pronoun,everyone
1791,minister,6797,NOUN,N|soort|ev|basis|zijd|stan,Noun,minister
1792,eng,6794,ADJ,ADJ|vrij|basis|zonder,Adjective,scary
1793,yeah,6791,SYM,SPEC|vreemd,Symbol,yeah
1794,verkoop,6785,NOUN,N|soort|ev|basis|zijd|stan,Noun,sale
1795,berg,6785,NOUN,N|soort|ev|basis|zijd|stan,Noun,mountain
1796,hoed,6781,NOUN,N|soort|ev|basis|zijd|stan,Noun,hat
1797,Alice,6777,PROPN,N|eigen|ev|basis|genus|stan,Proper noun,Alice
1798,klant,6776,NOUN,N|soort|ev|basis|zijd|stan,Noun,customer
1799,vergadering,6768,NOUN,N|soort|ev|basis|zijd|stan,Noun,meeting
1800,sterren,6768,NOUN,N|soort|mv|basis,Noun,stars
1801,papier,6768,NOUN,N|soort|ev|basis|onz|stan,Noun,paper
1802,gezelschap,6764,NOUN,N|soort|ev|basis|onz|stan,Noun,company
1803,jouwe,6763,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,yours
1804,koers,6759,NOUN,N|soort|ev|basis|zijd|stan,Noun,course
1805,doorheen,6753,ADP,VZ|fin,Preposition,through
1806,kilo,6751,NOUN,N|soort|ev|basis|zijd|stan,Noun,kilos
1807,stukken,6750,NOUN,N|soort|mv|basis,Noun,pieces
1808,volle,6743,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,full
1809,storm,6737,NOUN,N|soort|ev|basis|zijd|stan,Noun,storm
1810,harde,6735,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,tough
1811,data,6735,NOUN,N|soort|mv|basis,Noun,dates
1812,black,6731,SYM,SPEC|vreemd,Symbol,black
1813,beslist,6727,VERB,WW|pv|tgw|met-t,Verb,specifically
1814,vloer,6722,NOUN,N|soort|ev|basis|zijd|stan,Noun,floor
1815,geheugen,6721,NOUN,N|soort|mv|basis,Noun,memory
1816,reken,6713,NOUN,N|soort|mv|basis,Noun,calculate
1817,liedje,6708,NOUN,N|soort|ev|dim|onz|stan,Noun,song
1818,blijkt,6700,VERB,WW|pv|tgw|met-t,Verb,turns out
1819,contract,6699,NOUN,N|soort|ev|basis|onz|stan,Noun,contract
1820,eigenaar,6698,NOUN,N|soort|ev|basis|zijd|stan,Noun,owner
1821,verdiend,6698,VERB,WW|vd|vrij|zonder,Verb,earned
1822,ernstig,6691,ADJ,ADJ|vrij|basis|zonder,Adjective,serious
1823,bende,6685,NOUN,N|soort|ev|basis|zijd|stan,Noun,gang
1824,pers,6681,NOUN,N|soort|ev|basis|zijd|stan,Noun,press
1825,gozer,6665,NOUN,N|soort|ev|basis|onz|stan,Noun,guy
1826,lid,6664,NOUN,N|soort|ev|basis|onz|stan,Noun,member
1827,hiervoor,6662,ADV,BW,Adverb,for this
1828,uitgenodigd,6657,VERB,WW|vd|vrij|zonder,Verb,invited
1829,blauw,6655,ADJ,ADJ|vrij|basis|zonder,Adjective,blue
1830,taart,6652,SYM,N|soort|ev|basis|zijd|stan,Symbol,cake
1831,steun,6649,NOUN,N|soort|ev|basis|zijd|stan,Noun,support
1832,moeders,6647,NOUN,N|soort|mv|basis,Noun,mothers
1833,stilte,6639,NOUN,N|soort|ev|basis|zijd|stan,Noun,Silence
1834,toeval,6638,NOUN,N|soort|ev|basis|onz|stan,Noun,chance
1835,cent,6621,NOUN,N|soort|ev|basis|zijd|stan,Noun,cents
1836,gevangene,6620,VERB,WW|vd|prenom|met-e,Verb,prisoner
1837,verliest,6608,VERB,WW|pv|tgw|met-t,Verb,loses
